id,district_id,date,statement_frequency
2018,42,1995-06-04,monthly
2019,64,1997-06-11,monthly
2020,13,1993-09-04,monthly
2021,69,1997-02-05,monthly
2022,72,1993-06-11,monthly
2023,68,1993-01-26,monthly
2024,20,1997-03-02,monthly
2025,19,1994-10-02,monthly
2026,64,1996-09-14,monthly
2027,19,1994-11-28,monthly
2029,55,1993-05-29,monthly
2030,51,1994-09-13,monthly
2032,36,1996-11-14,monthly
2033,71,1996-03-20,monthly
2034,54,1996-08-21,monthly
2035,53,1996-05-10,monthly
2036,70,1997-10-03,monthly
2037,20,1993-05-06,monthly
2038,42,1993-08-06,monthly
2039,44,1993-03-12,monthly
2040,75,1996-06-25,monthly
2041,48,1995-07-05,monthly
2042,31,1997-02-12,monthly
2043,46,1995-11-27,monthly
2044,6,1994-11-23,monthly
2045,34,1996-09-09,monthly
2046,68,1996-10-17,monthly
2047,20,1995-02-21,monthly
2048,76,1997-03-30,monthly
2049,67,1997-12-19,monthly
2050,1,1993-10-22,monthly
2052,61,1993-10-20,monthly
2053,5,1997-10-16,monthly
2054,1,1995-01-24,monthly
2055,37,1997-04-17,monthly
2056,58,1993-04-07,monthly
2057,1,1997-06-20,monthly
2058,34,1996-09-09,monthly
2059,37,1994-10-08,monthly
2060,13,1996-12-05,monthly
2061,24,1993-05-12,monthly
2062,70,1996-03-06,monthly
2063,1,1993-12-04,monthly
2064,54,1996-12-30,monthly
2065,61,1996-08-28,monthly
2066,25,1996-08-07,monthly
2067,76,1994-04-07,monthly
2068,21,1993-06-02,monthly
2069,72,1997-10-08,monthly
2070,72,1993-01-29,monthly
2071,35,1997-05-08,monthly
2072,41,1993-10-17,monthly
2073,59,1997-08-14,monthly
2074,12,1996-02-18,monthly
2075,33,1996-01-01,monthly
2076,18,1996-09-17,monthly
2077,29,1995-01-04,monthly
2078,62,1993-07-08,monthly
2079,55,1997-09-06,monthly
2080,74,1997-04-27,monthly
2081,36,1997-07-02,monthly
2082,36,1993-09-03,monthly
2083,1,1996-09-28,monthly
2084,44,1996-09-08,monthly
2085,25,1997-02-13,monthly
2088,4,1993-07-28,monthly
2090,40,1996-11-26,monthly
2091,1,1996-09-25,monthly
2092,1,1994-04-29,monthly
2093,64,1997-07-07,monthly
2094,73,1996-08-23,monthly
2095,56,1995-12-19,monthly
2096,32,1995-06-17,monthly
2097,46,1997-10-11,monthly
2101,9,1996-08-04,monthly
2102,41,1996-08-05,monthly
2103,48,1997-02-01,monthly
2104,48,1996-06-12,monthly
2105,70,1996-03-09,monthly
2106,1,1996-02-01,monthly
2107,70,1996-11-09,monthly
2108,74,1996-07-06,monthly
2109,34,1996-02-02,monthly
2110,64,1993-02-23,monthly
2112,44,1996-07-12,monthly
2113,7,1996-08-28,monthly
2114,30,1996-08-11,monthly
2115,8,1996-12-05,monthly
2116,70,1996-05-02,monthly
2117,48,1996-08-07,monthly
2118,42,1997-05-11,monthly
2119,74,1995-09-21,monthly
2121,64,1994-12-05,monthly
2122,68,1993-01-08,monthly
2123,64,1993-07-26,monthly
2124,69,1993-02-20,monthly
2126,1,1997-02-09,monthly
2127,1,1997-05-09,monthly
2128,22,1993-12-10,monthly
2130,46,1996-11-04,monthly
2131,70,1996-07-11,monthly
2132,76,1993-10-08,monthly
2133,11,1997-10-07,monthly
2134,52,1996-08-06,monthly
2135,51,1997-06-17,monthly
2136,75,1997-10-02,monthly
2138,75,1997-08-11,monthly
2139,8,1995-06-09,monthly
2140,75,1993-10-21,monthly
2141,21,1997-05-09,monthly
2142,42,1997-09-01,monthly
2143,1,1996-01-13,monthly
2146,31,1993-06-05,monthly
2147,28,1996-07-10,monthly
2148,1,1995-09-22,monthly
2149,7,1996-08-11,monthly
2150,37,1993-09-12,monthly
2151,38,1995-02-08,monthly
2152,22,1997-10-23,monthly
2154,63,1994-04-21,monthly
2155,58,1994-06-08,monthly
2156,1,1996-09-11,monthly
2157,77,1995-11-08,monthly
2158,38,1997-03-29,monthly
2159,1,1996-01-01,monthly
2160,72,1996-11-10,monthly
2162,50,1997-11-21,monthly
2163,17,1995-01-05,monthly
2164,63,1996-09-12,monthly
2165,51,1997-04-08,monthly
2166,71,1997-04-12,monthly
2167,16,1993-08-08,monthly
2169,57,1997-07-09,monthly
2172,1,1997-09-02,monthly
2173,64,1997-05-02,monthly
2174,18,1997-10-24,monthly
2175,1,1993-04-27,monthly
2176,67,1993-06-06,monthly
2177,62,1993-01-04,monthly
2178,64,1995-05-15,monthly
2180,45,1993-10-27,monthly
2182,22,1997-07-12,monthly
2183,54,1997-07-17,monthly
2184,6,1997-05-07,monthly
2185,67,1995-01-18,monthly
2186,63,1993-07-07,monthly
2189,75,1993-04-22,monthly
2191,1,1996-08-08,monthly
2192,59,1996-03-22,monthly
2193,44,1996-11-03,monthly
2194,54,1997-02-25,monthly
2195,73,1994-10-08,monthly
2196,11,1997-07-24,monthly
2197,46,1997-07-26,monthly
2199,1,1993-08-04,monthly
2200,1,1997-06-26,monthly
2201,8,1993-10-05,monthly
2203,47,1995-04-04,monthly
2204,9,1997-07-20,monthly
2205,51,1996-04-13,monthly
2206,45,1995-08-10,monthly
2207,35,1996-01-25,monthly
2208,7,1997-07-02,monthly
2209,65,1996-08-15,monthly
2210,31,1996-08-13,monthly
2212,33,1996-02-12,monthly
2213,68,1993-07-11,monthly
2214,45,1996-01-27,monthly
2215,48,1997-10-17,monthly
2216,74,1993-04-17,monthly
2217,73,1996-01-27,monthly
2218,19,1994-11-21,monthly
2219,60,1993-03-11,monthly
2220,16,1993-02-10,monthly
2221,58,1997-11-15,monthly
2222,47,1993-05-01,monthly
2223,44,1996-01-05,monthly
2225,15,1996-01-24,monthly
2226,2,1996-02-17,monthly
2228,34,1994-03-19,monthly
2229,1,1997-01-27,monthly
2230,7,1996-02-11,monthly
2231,2,1997-10-14,monthly
2232,1,1996-05-07,monthly
2233,43,1996-01-03,monthly
2234,3,1996-11-21,monthly
2235,45,1995-10-22,monthly
2236,73,1995-08-27,monthly
2237,26,1995-12-13,monthly
2239,25,1995-01-05,monthly
2240,36,1996-10-07,monthly
2241,6,1993-02-08,monthly
2243,25,1996-01-24,monthly
2244,46,1995-07-19,monthly
2245,29,1993-03-30,monthly
2246,1,1996-04-25,monthly
2247,24,1996-04-13,monthly
2250,35,1993-11-02,monthly
2252,1,1996-10-05,monthly
2253,74,1993-07-24,monthly
2254,1,1996-04-17,monthly
2255,52,1995-10-14,monthly
2256,48,1993-02-06,monthly
2257,57,1993-12-21,monthly
2258,3,1996-11-12,monthly
2259,64,1994-05-14,monthly
2260,1,1994-06-07,monthly
2262,13,1997-02-08,monthly
2263,36,1996-03-12,monthly
2264,41,1996-11-22,monthly
2265,65,1995-08-03,monthly
2266,50,1996-07-19,monthly
2268,1,1995-02-11,monthly
2269,6,1993-11-04,monthly
2270,14,1997-03-08,monthly
2271,68,1993-11-13,monthly
2272,48,1997-10-08,monthly
2274,66,1996-01-21,monthly
2275,1,1996-09-16,monthly
2276,31,1993-10-22,monthly
2278,1,1996-08-03,monthly
2280,68,1995-08-17,monthly
2281,1,1995-07-13,monthly
2285,36,1996-11-21,monthly
2286,70,1996-12-06,monthly
2287,1,1996-04-21,monthly
2288,69,1996-01-01,monthly
2289,1,1996-03-07,monthly
2290,37,1996-10-22,monthly
2291,49,1996-07-27,monthly
2292,41,1995-06-29,monthly
2293,31,1993-02-13,monthly
2294,46,1996-09-29,monthly
2295,57,1996-06-25,monthly
2296,29,1997-11-05,monthly
2297,46,1995-06-18,monthly
2298,31,1993-07-03,monthly
2299,1,1997-01-21,monthly
2300,36,1997-01-13,monthly
2301,22,1995-10-10,monthly
2302,24,1993-09-10,monthly
2303,41,1996-11-24,monthly
2304,49,1996-02-19,monthly
2305,1,1993-12-11,monthly
2306,38,1993-12-08,monthly
2307,60,1995-07-12,monthly
2309,18,1995-12-03,monthly
2310,15,1995-07-19,monthly
2311,28,1997-10-19,monthly
2312,65,1997-09-26,monthly
2314,2,1996-09-07,monthly
2315,75,1994-02-13,monthly
2316,1,1997-07-21,monthly
2317,68,1997-08-28,monthly
2318,73,1993-11-08,monthly
2319,58,1996-07-02,monthly
2321,35,1993-05-13,monthly
2322,33,1995-01-02,monthly
2323,72,1995-05-08,monthly
2324,1,1997-05-24,monthly
2325,55,1997-02-26,monthly
2326,70,1994-01-24,monthly
2327,19,1993-06-08,monthly
2328,35,1995-06-14,monthly
2329,1,1996-08-07,monthly
2330,54,1993-01-19,monthly
2331,8,1995-04-29,monthly
2332,77,1996-09-24,monthly
2333,45,1994-10-08,monthly
2334,50,1996-03-19,monthly
2335,70,1996-04-04,monthly
2336,39,1993-07-08,monthly
2337,65,1997-07-07,monthly
2338,59,1997-08-08,monthly
2339,63,1996-09-22,monthly
2340,14,1997-06-22,monthly
2341,33,1995-11-25,monthly
2342,51,1993-02-11,monthly
2343,68,1994-12-09,monthly
2344,13,1996-07-02,monthly
2345,5,1993-10-25,monthly
2346,27,1996-05-08,monthly
2347,38,1996-08-30,monthly
2348,65,1996-02-05,monthly
2349,72,1996-09-11,monthly
2350,18,1996-08-04,monthly
2351,74,1997-09-08,monthly
2352,70,1995-01-21,monthly
2353,51,1995-09-21,monthly
2354,7,1997-03-17,monthly
2355,1,1995-01-03,monthly
2357,19,1993-01-04,monthly
2358,7,1995-09-13,monthly
2359,54,1996-07-14,monthly
2360,26,1996-08-27,monthly
2361,28,1994-02-25,monthly
2362,16,1996-12-30,monthly
2363,47,1994-10-07,monthly
2364,33,1995-05-03,monthly
2365,42,1994-11-04,monthly
2366,68,1997-05-20,monthly
2367,28,1995-03-04,monthly
2369,49,1997-07-19,monthly
2370,51,1997-10-01,monthly
2372,1,1997-06-15,monthly
2373,14,1996-09-29,monthly
2374,1,1995-12-07,monthly
2375,29,1994-05-16,monthly
2376,71,1996-12-14,monthly
2377,77,1994-11-13,monthly
2378,16,1993-01-01,monthly
2379,44,1993-01-10,monthly
2380,46,1997-02-27,monthly
2381,1,1997-02-13,monthly
2382,59,1994-03-08,monthly
2383,68,1996-08-05,monthly
2384,40,1994-12-23,monthly
2385,60,1996-11-15,monthly
2386,12,1996-12-17,monthly
2387,70,1996-06-22,monthly
2388,30,1993-06-09,monthly
2389,40,1996-06-02,monthly
2390,1,1996-02-12,monthly
2391,2,1997-11-07,monthly
2392,1,1997-05-18,monthly
2393,10,1993-01-07,monthly
2394,62,1997-08-23,monthly
2395,3,1996-06-24,monthly
2396,2,1993-02-22,monthly
2397,70,1996-06-14,monthly
2398,70,1996-11-25,monthly
2399,1,1994-04-26,monthly
2400,40,1996-06-15,monthly
2401,16,1994-08-26,monthly
2402,18,1997-11-06,monthly
2403,25,1996-02-20,monthly
2404,8,1997-06-05,monthly
2405,64,1997-02-27,monthly
2406,5,1996-03-22,monthly
2407,1,1996-07-21,monthly
2408,26,1996-12-27,monthly
2409,76,1996-02-13,monthly
2410,54,1993-05-11,monthly
2411,69,1993-06-27,monthly
2413,33,1997-10-27,monthly
2414,1,1995-01-19,monthly
2415,16,1997-02-27,monthly
2416,5,1996-01-23,monthly
2417,44,1993-08-20,monthly
2418,64,1996-10-29,monthly
2419,24,1993-11-27,monthly
2420,35,1996-06-25,monthly
2421,18,1995-01-11,monthly
2422,27,1997-08-29,monthly
2423,30,1993-02-14,monthly
2424,1,1995-10-13,monthly
2425,41,1993-01-23,monthly
2428,72,1993-09-08,monthly
2429,61,1993-02-06,monthly
2430,3,1994-10-09,monthly
2431,74,1995-02-23,monthly
2432,8,1996-04-18,monthly
2433,71,1993-02-19,monthly
2434,17,1993-02-02,monthly
2435,38,1993-11-01,monthly
2436,67,1993-05-25,monthly
2437,1,1995-12-04,monthly
2438,71,1997-11-16,monthly
2439,74,1996-08-13,monthly
2440,19,1997-12-18,monthly
2441,47,1996-12-22,monthly
2442,14,1997-08-21,monthly
2443,46,1997-06-25,monthly
2444,76,1997-09-07,monthly
2445,52,1996-07-07,monthly
2446,3,1995-01-16,monthly
2447,38,1997-07-14,monthly
2448,23,1997-05-11,monthly
2449,23,1997-08-05,monthly
2450,48,1996-04-10,monthly
2451,54,1997-04-29,monthly
2452,1,1997-07-14,monthly
2453,1,1993-03-08,monthly
2454,8,1994-05-07,monthly
2455,30,1997-02-06,monthly
2456,65,1995-09-09,monthly
2457,76,1993-11-11,monthly
2459,55,1997-09-10,monthly
2460,1,1993-11-22,monthly
2461,1,1997-09-28,monthly
2463,56,1994-10-11,monthly
2465,57,1996-10-06,monthly
2466,39,1997-04-11,monthly
2467,33,1993-05-29,monthly
2468,4,1996-07-13,monthly
2469,11,1996-02-05,monthly
2470,16,1994-07-23,monthly
2471,6,1994-07-03,monthly
2472,60,1994-02-08,monthly
2473,14,1996-02-16,monthly
2474,33,1996-04-20,monthly
2475,17,1996-10-13,monthly
2476,32,1993-12-12,monthly
2477,11,1997-02-11,monthly
2479,18,1993-10-09,monthly
2480,35,1997-09-07,monthly
2481,1,1995-10-28,monthly
2482,1,1994-02-23,monthly
2483,1,1996-09-29,monthly
2484,74,1993-01-03,monthly
2485,41,1997-08-18,monthly
2486,1,1993-02-27,monthly
2487,42,1995-10-22,monthly
2488,5,1993-04-06,monthly
2489,72,1993-03-09,monthly
2490,22,1995-02-21,monthly
2491,76,1996-03-01,monthly
2492,73,1997-09-01,monthly
2493,62,1993-03-29,monthly
2494,74,1994-04-23,monthly
2495,70,1997-03-19,monthly
2496,51,1994-05-21,monthly
2497,65,1993-03-16,monthly
2498,40,1996-03-01,monthly
2499,2,1996-02-08,monthly
2500,61,1995-10-26,monthly
2501,30,1994-02-26,monthly
2502,32,1996-10-21,monthly
2503,1,1993-03-05,monthly
2504,16,1993-12-09,monthly
2505,60,1996-05-16,monthly
2507,62,1996-12-28,monthly
2508,34,1993-03-14,monthly
2509,43,1997-06-13,monthly
2510,61,1993-08-28,monthly
2511,40,1994-05-01,monthly
2513,70,1993-07-22,monthly
2514,16,1995-08-13,monthly
2515,64,1995-10-24,monthly
2516,6,1995-11-16,monthly
2519,4,1993-01-15,monthly
2520,18,1995-07-25,monthly
2521,63,1995-05-19,monthly
2522,36,1996-01-21,monthly
2523,10,1993-05-11,monthly
2524,1,1994-12-19,monthly
2525,45,1995-05-08,monthly
2526,16,1996-07-04,monthly
2527,38,1993-03-19,monthly
2528,65,1993-03-25,monthly
2530,74,1996-07-02,monthly
2531,51,1996-12-21,monthly
2532,38,1996-12-24,monthly
2533,49,1995-06-27,monthly
2534,61,1993-06-03,monthly
2535,61,1997-01-21,monthly
2536,41,1994-10-28,monthly
2537,27,1997-02-09,monthly
2538,42,1994-01-30,monthly
2539,24,1997-04-24,monthly
2540,54,1995-04-01,monthly
2541,57,1994-11-08,monthly
2542,21,1993-08-07,monthly
2543,68,1993-02-13,monthly
2544,38,1996-12-04,monthly
2545,1,1996-12-04,monthly
2546,1,1994-12-08,monthly
2547,74,1995-04-28,monthly
2548,57,1996-01-06,monthly
2549,74,1993-11-12,monthly
2550,67,1995-11-11,monthly
2551,5,1996-02-08,monthly
2552,52,1993-07-01,monthly
2553,41,1995-07-24,monthly
2554,36,1993-06-18,monthly
2555,53,1993-03-10,monthly
2556,46,1997-10-19,monthly
2557,40,1993-11-17,monthly
2558,46,1997-08-04,monthly
2559,32,1995-06-01,monthly
2560,15,1997-06-20,monthly
2561,59,1996-09-29,monthly
2562,35,1995-08-15,monthly
2563,48,1995-01-17,monthly
2564,36,1997-06-03,monthly
2565,74,1995-10-04,monthly
2566,48,1993-01-27,monthly
2567,17,1996-01-07,monthly
2568,17,1994-03-02,monthly
2569,2,1994-06-10,monthly
2570,1,1995-12-19,monthly
2571,61,1997-01-15,monthly
2573,4,1996-07-16,monthly
2574,68,1993-02-02,monthly
2575,72,1997-04-13,monthly
2576,1,1993-09-02,monthly
2577,7,1995-07-30,monthly
2578,54,1996-03-25,monthly
2579,24,1997-10-18,monthly
2580,60,1995-11-09,monthly
2581,72,1993-03-11,monthly
2582,28,1993-11-01,monthly
2583,62,1993-05-11,monthly
2584,50,1993-07-08,monthly
2585,75,1993-02-10,monthly
2586,57,1997-04-16,monthly
2587,1,1997-07-25,monthly
2588,5,1993-12-04,monthly
2589,10,1996-12-04,monthly
2590,47,1996-12-04,monthly
2591,1,1996-05-06,monthly
2592,69,1993-09-01,monthly
2593,5,1996-07-06,monthly
2595,1,1997-08-17,monthly
2596,1,1994-09-02,monthly
2597,31,1997-03-16,monthly
2598,1,1996-03-14,monthly
2599,48,1993-04-20,monthly
2600,1,1996-02-13,monthly
2601,70,1996-11-24,monthly
2602,46,1996-06-17,monthly
2603,9,1996-06-14,monthly
2604,68,1996-07-04,monthly
2605,21,1996-01-10,monthly
2606,1,1994-07-27,monthly
2607,1,1997-08-19,monthly
2608,19,1995-08-09,monthly
2609,73,1993-05-03,monthly
2610,54,1996-12-20,monthly
2611,1,1996-03-06,monthly
2612,1,1997-04-29,monthly
2613,26,1993-10-03,monthly
2614,44,1996-09-11,monthly
2615,68,1994-07-17,monthly
2616,1,1993-08-17,monthly
2617,1,1993-09-24,monthly
2618,60,1993-03-21,monthly
2619,20,1996-05-13,monthly
2620,22,1993-08-03,monthly
2621,55,1995-10-29,monthly
2622,1,1996-08-21,monthly
2623,58,1993-10-09,monthly
2624,31,1996-03-28,monthly
2627,76,1994-10-02,monthly
2629,66,1996-09-10,monthly
2630,64,1995-12-21,monthly
2631,1,1996-03-29,monthly
2632,24,1993-01-02,monthly
2633,25,1996-03-14,monthly
2634,45,1997-10-08,monthly
2635,27,1996-02-04,monthly
2636,18,1996-11-26,monthly
2637,70,1997-01-01,monthly
2638,5,1994-06-02,monthly
2639,17,1993-04-26,monthly
2640,1,1996-09-21,monthly
2641,7,1993-05-02,monthly
2642,68,1995-06-05,monthly
2644,1,1997-08-08,monthly
2645,54,1993-05-22,monthly
2646,6,1997-07-24,monthly
2647,73,1993-02-08,monthly
2648,51,1993-04-13,monthly
2649,2,1993-09-08,monthly
2650,72,1996-03-26,monthly
2651,2,1993-03-21,monthly
2652,1,1996-07-22,monthly
2653,66,1997-01-08,monthly
2654,56,1994-07-21,monthly
2655,1,1996-09-07,monthly
2656,1,1997-02-18,monthly
2657,55,1996-10-07,monthly
2658,27,1997-11-14,monthly
2659,14,1996-03-30,monthly
2661,1,1997-02-25,monthly
2662,71,1994-05-24,monthly
2663,64,1995-01-25,monthly
2664,58,1994-01-20,monthly
2665,61,1993-11-13,monthly
2666,49,1993-03-08,monthly
2667,23,1993-10-23,monthly
2668,21,1997-05-20,monthly
2670,13,1993-01-27,monthly
2671,1,1993-09-15,monthly
2672,59,1997-03-14,monthly
2673,34,1994-01-04,monthly
2674,50,1995-10-10,monthly
2675,1,1994-02-19,monthly
2676,73,1993-01-22,monthly
2677,5,1996-08-28,monthly
2678,1,1997-07-15,monthly
2679,67,1997-07-24,monthly
2680,46,1995-03-03,monthly
2681,28,1995-01-19,monthly
2684,7,1997-09-10,monthly
2685,67,1996-11-01,monthly
2686,26,1996-01-11,monthly
2687,76,1993-07-01,monthly
2688,72,1995-02-20,monthly
2689,70,1997-01-01,monthly
2690,66,1997-03-19,monthly
2691,69,1993-09-08,monthly
2692,28,1995-12-08,monthly
2693,17,1997-11-17,monthly
2694,7,1993-03-08,monthly
2695,16,1993-09-16,monthly
2696,1,1997-01-19,monthly
2697,8,1993-06-26,monthly
2698,49,1997-05-21,monthly
2699,73,1996-12-25,monthly
2700,74,1993-11-08,monthly
2701,71,1993-07-27,monthly
2702,74,1996-02-01,monthly
2703,61,1997-10-28,monthly
2706,47,1996-06-23,monthly
2707,61,1994-11-27,monthly
2708,1,1996-03-25,monthly
2709,2,1996-10-18,monthly
2710,12,1996-06-12,monthly
2711,58,1993-05-19,monthly
2712,9,1993-03-12,monthly
2713,26,1994-04-03,monthly
2714,1,1993-01-30,monthly
2715,42,1997-10-06,monthly
2716,66,1996-01-08,monthly
2717,74,1996-07-25,monthly
2718,29,1995-02-05,monthly
2719,10,1996-02-08,monthly
2721,74,1997-11-14,monthly
2722,69,1997-07-24,monthly
2723,75,1995-03-12,monthly
2724,11,1996-08-09,monthly
2725,52,1997-04-02,monthly
2726,18,1995-04-20,monthly
2727,1,1995-10-25,monthly
2729,40,1995-01-16,monthly
2730,23,1996-05-02,monthly
2731,1,1995-09-26,monthly
2732,5,1993-07-27,monthly
2733,76,1993-12-22,monthly
2734,53,1996-12-16,monthly
2736,72,1993-07-02,monthly
2737,69,1996-07-06,monthly
2738,41,1993-11-12,monthly
2739,59,1993-11-29,monthly
2740,14,1994-05-08,monthly
2741,15,1993-06-07,monthly
2742,23,1994-10-15,monthly
2743,51,1997-05-22,monthly
2745,60,1997-09-28,monthly
2746,24,1996-08-23,monthly
2747,1,1994-08-14,monthly
2749,1,1994-05-23,monthly
2750,13,1995-04-13,monthly
2751,31,1995-04-28,monthly
2752,74,1996-05-15,monthly
2753,26,1996-02-13,monthly
2755,20,1995-01-26,monthly
2756,24,1997-10-21,monthly
2757,54,1996-05-14,monthly
2758,70,1993-05-19,monthly
2759,46,1996-10-23,monthly
2760,10,1997-03-14,monthly
2761,1,1996-12-26,monthly
2762,19,1993-03-20,monthly
2763,64,1993-02-11,monthly
2764,53,1996-08-15,monthly
2765,69,1997-09-20,monthly
2766,31,1997-02-20,monthly
2767,54,1996-03-23,monthly
2768,73,1993-12-20,monthly
2770,42,1993-12-25,monthly
2771,37,1993-08-18,monthly
2772,11,1996-02-24,monthly
2773,38,1996-06-23,monthly
2774,42,1996-02-05,monthly
2775,30,1997-12-08,monthly
2776,23,1997-08-10,monthly
2777,62,1996-12-25,monthly
2778,38,1993-12-30,monthly
2779,73,1993-06-15,monthly
2780,63,1995-12-29,monthly
2781,16,1995-06-20,monthly
2782,1,1997-02-27,monthly
2783,43,1995-11-23,monthly
2784,40,1997-10-30,monthly
2787,1,1997-12-07,monthly
2788,54,1994-10-12,monthly
2789,14,1994-01-01,monthly
2790,1,1994-10-18,monthly
2791,25,1997-12-19,monthly
2792,1,1996-08-26,monthly
2793,47,1993-10-09,monthly
2794,74,1996-08-08,monthly
2795,11,1996-08-20,monthly
2797,74,1997-02-26,monthly
2798,70,1994-08-24,monthly
2800,41,1997-05-08,monthly
2801,11,1996-09-23,monthly
2802,1,1993-09-16,monthly
2803,58,1995-12-01,monthly
2804,53,1996-02-22,monthly
2805,39,1996-05-20,monthly
2806,53,1997-06-26,monthly
2807,42,1996-10-04,monthly
2808,1,1994-12-18,monthly
2809,73,1994-12-08,monthly
2810,66,1995-03-16,monthly
2811,4,1996-01-02,monthly
2812,18,1996-07-05,monthly
2813,24,1993-12-15,monthly
2814,72,1993-04-25,monthly
2816,74,1997-05-04,monthly
2817,56,1993-04-07,monthly
2818,40,1993-07-21,monthly
2819,35,1994-07-16,monthly
2820,36,1997-12-11,monthly
2821,54,1996-07-12,monthly
2823,57,1993-04-18,monthly
2824,11,1993-10-20,monthly
2825,54,1996-07-10,monthly
2826,35,1996-11-20,monthly
2827,70,1996-12-18,monthly
2829,66,1997-08-18,monthly
2830,20,1995-08-04,monthly
2831,1,1997-11-10,monthly
2832,12,1997-11-22,monthly
2833,64,1995-08-30,monthly
2834,70,1995-10-14,monthly
2835,73,1995-10-03,monthly
2836,42,1995-11-18,monthly
2837,46,1996-06-02,monthly
2839,70,1995-04-04,monthly
2840,15,1994-10-09,monthly
2841,71,1993-07-27,monthly
2842,14,1993-12-29,monthly
2843,30,1997-03-29,monthly
2844,43,1996-01-19,monthly
2845,62,1997-08-21,monthly
2846,1,1997-09-27,monthly
2847,75,1994-05-08,monthly
2849,1,1993-09-16,monthly
2850,57,1997-11-22,monthly
2851,17,1995-12-02,monthly
2852,70,1996-12-29,monthly
2853,54,1995-09-08,monthly
2854,1,1997-01-18,monthly
2855,27,1995-08-21,monthly
2856,25,1995-03-18,monthly
2857,19,1997-04-28,monthly
2858,56,1995-08-22,monthly
2859,11,1993-10-23,monthly
2861,38,1993-02-10,monthly
2862,33,1993-06-07,monthly
2863,14,1996-01-21,monthly
2864,54,1996-03-16,monthly
2865,1,1995-03-03,monthly
2866,43,1995-09-13,monthly
2867,30,1993-11-04,monthly
2868,1,1994-06-15,monthly
2869,68,1996-09-27,monthly
2870,1,1996-06-18,monthly
2871,52,1995-10-30,monthly
2872,1,1996-09-04,monthly
2873,70,1996-12-13,monthly
2874,32,1997-04-02,monthly
2875,19,1996-12-24,monthly
2876,52,1993-04-22,monthly
2877,37,1995-06-04,monthly
2878,1,1997-06-14,monthly
2879,15,1997-10-14,monthly
2880,71,1993-06-16,monthly
2881,70,1993-01-04,monthly
2882,44,1996-07-20,monthly
2883,77,1997-06-29,monthly
2884,1,1993-02-08,monthly
2885,1,1996-09-04,monthly
2886,1,1994-04-08,monthly
2887,76,1996-07-13,monthly
2888,19,1996-05-23,monthly
2889,8,1996-03-23,monthly
2890,69,1996-02-07,monthly
2891,42,1997-05-28,monthly
2892,64,1997-12-16,monthly
2893,39,1996-02-08,monthly
2894,17,1993-08-28,monthly
2895,19,1993-03-09,monthly
2896,29,1993-03-30,monthly
2897,51,1997-10-11,monthly
2898,54,1996-11-23,monthly
2899,40,1997-04-03,monthly
2900,20,1997-05-14,monthly
2901,1,1997-04-09,monthly
2902,32,1993-01-28,monthly
2903,38,1994-05-19,monthly
2904,13,1996-03-20,monthly
2905,74,1994-10-03,monthly
2906,49,1996-09-20,monthly
2907,70,1993-09-09,monthly
2908,61,1997-03-16,monthly
2909,58,1996-04-04,monthly
2910,68,1997-10-21,monthly
2911,33,1995-02-25,monthly
2912,74,1994-07-30,monthly
2913,8,1993-12-28,monthly
2914,4,1996-09-08,monthly
2915,57,1993-07-23,monthly
2916,6,1996-12-03,monthly
2917,68,1996-08-08,monthly
2919,77,1995-05-10,monthly
2920,73,1997-11-13,monthly
2921,54,1996-09-21,monthly
2922,16,1994-06-06,monthly
2923,43,1995-01-10,monthly
2924,56,1994-10-16,monthly
2925,1,1993-01-10,monthly
2926,50,1993-01-14,monthly
2927,37,1997-08-04,monthly
2928,55,1993-12-14,monthly
2929,51,1996-04-06,monthly
2930,1,1996-08-24,monthly
2931,36,1995-05-04,monthly
2932,72,1993-05-04,monthly
2933,10,1993-06-18,monthly
2934,1,1996-10-08,monthly
2935,68,1995-05-15,monthly
2936,3,1996-03-27,monthly
2937,1,1997-02-25,monthly
2938,1,1993-08-04,monthly
2939,5,1997-06-28,monthly
2940,54,1993-06-24,monthly
2942,44,1997-09-24,monthly
2944,22,1996-01-11,monthly
2945,6,1996-07-11,monthly
2946,54,1996-05-07,monthly
2947,57,1996-08-09,monthly
2949,1,1994-10-21,monthly
2950,62,1996-06-28,monthly
2951,44,1993-09-06,monthly
2952,65,1997-04-28,monthly
2953,1,1996-09-02,monthly
2954,1,1997-04-08,monthly
2955,67,1996-09-27,monthly
2956,15,1997-06-10,monthly
2957,25,1995-07-28,monthly
2958,48,1993-09-19,monthly
2959,8,1994-02-25,monthly
2960,19,1994-09-20,monthly
2961,9,1996-07-12,monthly
2962,1,1993-05-30,monthly
2963,31,1996-12-09,monthly
2964,72,1997-01-09,monthly
2965,6,1995-10-10,monthly
2966,33,1997-03-27,monthly
2967,38,1996-11-13,monthly
2968,15,1995-02-05,monthly
2969,29,1995-05-26,monthly
2970,60,1993-01-22,monthly
2972,12,1993-11-23,monthly
2973,23,1996-08-15,monthly
2974,9,1993-03-13,monthly
2976,13,1996-08-19,monthly
2977,28,1996-06-20,monthly
2978,74,1995-01-06,monthly
2979,10,1997-11-22,monthly
2980,66,1993-12-09,monthly
2981,46,1997-01-11,monthly
2982,19,1996-06-04,monthly
2983,42,1996-07-25,monthly
2985,71,1993-04-06,monthly
2986,63,1996-04-09,monthly
2987,18,1993-09-16,monthly
2989,4,1993-11-28,monthly
2990,30,1996-09-16,monthly
