account_id,district_id,open_date,statement_frequency,district_name
1389,34,1997-08-05,monthly,Chomutov
1390,69,1996-12-30,monthly,Jesenik
1391,15,1996-12-21,monthly,Cesky Krumlov
1392,60,1993-04-28,monthly,Prostejov
1393,1,1996-11-24,monthly,Hl.m. Praha
1394,32,1994-12-27,monthly,Ceska Lipa
1395,1,1995-11-21,monthly,Hl.m. Praha
1396,46,1996-06-26,monthly,Nachod
1397,17,1993-03-22,monthly,Pelhrimov
1398,62,1994-08-18,monthly,Uherske Hradiste
1399,45,1996-05-20,monthly,Jicin
1401,1,1993-08-12,monthly,Hl.m. Praha
1402,74,1993-03-26,monthly,Ostrava - mesto
1403,17,1995-11-02,monthly,Pelhrimov
1405,53,1996-06-04,monthly,Blansko
1406,50,1994-03-04,monthly,Svitavy
1408,10,1996-09-07,monthly,Praha - vychod
1410,74,1993-09-11,monthly,Ostrava - mesto
1411,54,1993-07-09,monthly,Brno - mesto
1412,64,1993-05-18,monthly,Zlin
1413,65,1995-06-07,monthly,Znojmo
1414,58,1995-01-17,monthly,Jihlava
1417,75,1994-12-20,monthly,Prerov
1418,35,1997-02-09,monthly,Jablonec n. Nisou
1419,33,1993-12-22,monthly,Decin
1420,68,1995-06-08,monthly,Frydek - Mistek
1421,71,1994-10-05,monthly,Novy Jicin
1422,68,1993-04-09,monthly,Frydek - Mistek
1423,76,1995-09-08,monthly,Sumperk
1424,32,1997-05-20,monthly,Ceska Lipa
1425,76,1993-07-06,monthly,Sumperk
1426,40,1995-10-27,monthly,Teplice
1427,17,1995-10-08,monthly,Pelhrimov
1429,57,1993-07-30,monthly,Hodonin
1430,26,1997-02-13,monthly,Plzen - mesto
1431,41,1996-06-11,monthly,Usti nad Labem
1432,27,1997-07-19,monthly,Plzen - jih
1434,70,1997-08-08,monthly,Karvina
1435,1,1996-12-01,monthly,Hl.m. Praha
1436,3,1994-12-07,monthly,Beroun
1437,50,1995-01-13,monthly,Svitavy
1439,11,1996-01-27,monthly,Praha - zapad
1440,55,1993-09-22,monthly,Brno - venkov
1441,50,1994-10-25,monthly,Svitavy
1442,23,1993-05-23,monthly,Cheb
1443,54,1997-09-27,monthly,Brno - mesto
1444,70,1996-06-16,monthly,Karvina
1445,60,1996-03-16,monthly,Prostejov
1446,57,1995-01-18,monthly,Hodonin
1447,65,1997-02-20,monthly,Znojmo
1448,1,1995-10-07,monthly,Hl.m. Praha
1449,35,1993-08-26,monthly,Jablonec n. Nisou
1450,63,1996-04-07,monthly,Vyskov
1451,64,1993-06-24,monthly,Zlin
1452,45,1995-09-16,monthly,Jicin
1454,46,1997-07-25,monthly,Nachod
1455,66,1996-01-03,monthly,Zdar nad Sazavou
1456,9,1996-04-12,monthly,Nymburk
1458,29,1994-01-03,monthly,Rokycany
1459,12,1997-03-26,monthly,Pribram
1460,54,1996-11-29,monthly,Brno - mesto
1461,73,1996-04-07,monthly,Opava
1463,32,1996-09-25,monthly,Ceska Lipa
1464,73,1996-10-21,monthly,Opava
1465,30,1995-06-08,monthly,Sokolov
1467,37,1994-04-27,monthly,Litomerice
1468,54,1993-10-11,monthly,Brno - mesto
1469,67,1995-12-15,monthly,Bruntal
1470,19,1994-02-10,monthly,Prachatice
1471,1,1996-07-21,monthly,Hl.m. Praha
1472,2,1995-07-20,monthly,Benesov
1473,39,1996-04-16,monthly,Most
1474,63,1996-09-14,monthly,Vyskov
1476,61,1993-04-26,monthly,Trebic
1477,1,1993-02-08,monthly,Hl.m. Praha
1478,5,1996-10-30,monthly,Kolin
1479,54,1995-04-04,monthly,Brno - mesto
1481,15,1993-01-17,monthly,Cesky Krumlov
1482,38,1996-12-08,monthly,Louny
1483,10,1996-01-09,monthly,Praha - vychod
1484,70,1996-09-23,monthly,Karvina
1485,36,1993-10-03,monthly,Liberec
1486,63,1996-01-15,monthly,Vyskov
1487,66,1993-09-10,monthly,Zdar nad Sazavou
1488,25,1997-04-29,monthly,Klatovy
1490,5,1996-07-25,monthly,Kolin
1491,47,1997-06-11,monthly,Pardubice
1492,24,1996-10-17,monthly,Karlovy Vary
1493,41,1993-01-09,monthly,Usti nad Labem
1494,1,1997-10-08,monthly,Hl.m. Praha
1495,36,1993-11-01,monthly,Liberec
1496,57,1995-02-05,monthly,Hodonin
1497,1,1993-07-16,monthly,Hl.m. Praha
1499,47,1993-11-28,monthly,Pardubice
1500,43,1996-10-01,monthly,Hradec Kralove
1501,50,1996-08-11,monthly,Svitavy
1502,1,1996-10-02,monthly,Hl.m. Praha
1503,71,1996-04-10,monthly,Novy Jicin
1504,1,1996-08-26,monthly,Hl.m. Praha
1505,69,1993-04-23,monthly,Jesenik
1506,51,1997-10-13,monthly,Trutnov
1507,35,1993-08-03,monthly,Jablonec n. Nisou
1508,69,1996-01-22,monthly,Jesenik
1509,51,1994-05-19,monthly,Trutnov
1510,33,1996-03-11,monthly,Decin
1512,1,1994-01-08,monthly,Hl.m. Praha
1513,30,1993-08-23,monthly,Sokolov
1514,7,1997-07-01,monthly,Melnik
1515,11,1993-06-11,monthly,Praha - zapad
1516,67,1993-10-08,monthly,Bruntal
1517,5,1996-08-24,monthly,Kolin
1518,67,1993-04-21,monthly,Bruntal
1519,9,1995-06-14,monthly,Nymburk
1520,48,1995-08-08,monthly,Rychnov nad Kneznou
1521,74,1996-04-04,monthly,Ostrava - mesto
1522,48,1997-08-02,monthly,Rychnov nad Kneznou
1524,6,1997-02-20,monthly,Kutna Hora
1525,57,1996-09-05,monthly,Hodonin
1526,52,1995-01-22,monthly,Usti nad Orlici
1528,50,1996-06-08,monthly,Svitavy
1529,1,1996-04-28,monthly,Hl.m. Praha
1530,70,1995-05-27,monthly,Karvina
1532,54,1996-09-19,monthly,Brno - mesto
1534,1,1993-05-24,monthly,Hl.m. Praha
1535,46,1993-03-20,monthly,Nachod
1537,54,1997-06-06,monthly,Brno - mesto
1538,22,1996-09-20,monthly,Domazlice
1540,1,1995-03-29,monthly,Hl.m. Praha
1541,60,1996-10-18,monthly,Prostejov
1542,1,1996-04-25,monthly,Hl.m. Praha
1543,1,1996-04-14,monthly,Hl.m. Praha
1544,69,1993-07-14,monthly,Jesenik
1545,1,1993-03-08,monthly,Hl.m. Praha
1546,15,1996-11-20,monthly,Cesky Krumlov
1547,72,1993-09-14,monthly,Olomouc
1548,47,1995-01-27,monthly,Pardubice
1549,21,1996-11-21,monthly,Tabor
1550,1,1996-04-15,monthly,Hl.m. Praha
1551,72,1997-06-18,monthly,Olomouc
1552,18,1994-01-02,monthly,Pisek
1553,59,1996-12-21,monthly,Kromeriz
1554,47,1994-11-15,monthly,Pardubice
1555,34,1996-11-10,monthly,Chomutov
1556,54,1996-09-15,monthly,Brno - mesto
1557,66,1996-12-13,monthly,Zdar nad Sazavou
1558,32,1996-10-06,monthly,Ceska Lipa
1559,14,1994-10-08,monthly,Ceske Budejovice
1560,62,1997-04-14,monthly,Uherske Hradiste
1561,66,1995-04-01,monthly,Zdar nad Sazavou
1562,1,1995-08-30,monthly,Hl.m. Praha
1563,47,1996-08-14,monthly,Pardubice
1564,48,1996-03-05,monthly,Rychnov nad Kneznou
1565,36,1993-10-20,monthly,Liberec
1566,73,1993-07-07,monthly,Opava
1567,10,1997-08-19,monthly,Praha - vychod
1568,23,1995-07-15,monthly,Cheb
1570,1,1994-03-12,monthly,Hl.m. Praha
1571,66,1996-07-29,monthly,Zdar nad Sazavou
1572,72,1997-10-21,monthly,Olomouc
1573,63,1997-12-29,monthly,Vyskov
1574,75,1997-05-28,monthly,Prerov
1575,1,1993-02-27,monthly,Hl.m. Praha
1577,67,1996-10-16,monthly,Bruntal
1578,48,1994-12-01,monthly,Rychnov nad Kneznou
1579,57,1994-08-09,monthly,Hodonin
1580,69,1996-01-08,monthly,Jesenik
1581,39,1995-10-12,monthly,Most
1582,28,1996-05-01,monthly,Plzen - sever
1584,30,1993-05-27,monthly,Sokolov
1585,42,1996-02-23,monthly,Havlickuv Brod
1586,1,1996-10-03,monthly,Hl.m. Praha
1587,1,1996-12-11,monthly,Hl.m. Praha
1588,67,1993-12-11,monthly,Bruntal
1589,37,1993-08-07,monthly,Litomerice
1590,77,1995-04-07,monthly,Vsetin
1591,65,1996-01-10,monthly,Znojmo
1592,38,1994-08-18,monthly,Louny
1593,16,1996-08-22,monthly,Jindrichuv Hradec
1594,15,1997-04-06,monthly,Cesky Krumlov
1596,70,1997-10-05,monthly,Karvina
1597,68,1995-07-04,monthly,Frydek - Mistek
1598,15,1997-04-12,monthly,Cesky Krumlov
1599,57,1995-11-10,monthly,Hodonin
1600,1,1996-09-13,monthly,Hl.m. Praha
1601,10,1993-02-09,monthly,Praha - vychod
1602,33,1993-09-19,monthly,Decin
1603,1,1993-05-09,monthly,Hl.m. Praha
1604,54,1993-12-16,monthly,Brno - mesto
1605,72,1993-12-16,monthly,Olomouc
1606,23,1996-03-07,monthly,Cheb
1607,71,1996-04-20,monthly,Novy Jicin
1608,26,1997-10-08,monthly,Plzen - mesto
1609,41,1996-07-05,monthly,Usti nad Labem
1610,52,1993-05-17,monthly,Usti nad Orlici
1611,69,1996-02-11,monthly,Jesenik
1612,66,1996-02-12,monthly,Zdar nad Sazavou
1613,1,1995-09-13,monthly,Hl.m. Praha
1614,63,1996-05-07,monthly,Vyskov
1615,1,1997-10-20,monthly,Hl.m. Praha
1616,22,1997-02-07,monthly,Domazlice
1617,45,1993-06-01,monthly,Jicin
1618,6,1996-12-18,monthly,Kutna Hora
1619,38,1997-02-24,monthly,Louny
1620,17,1995-06-08,monthly,Pelhrimov
1621,75,1993-12-01,monthly,Prerov
1622,19,1996-04-12,monthly,Prachatice
1623,1,1996-02-04,monthly,Hl.m. Praha
1624,53,1996-04-22,monthly,Blansko
1625,1,1995-01-17,monthly,Hl.m. Praha
1626,3,1994-03-15,monthly,Beroun
1627,1,1994-01-20,monthly,Hl.m. Praha
1628,60,1993-01-10,monthly,Prostejov
1629,10,1995-11-02,monthly,Praha - vychod
1630,72,1993-07-28,monthly,Olomouc
1631,10,1996-09-27,monthly,Praha - vychod
1633,51,1995-02-22,monthly,Trutnov
1634,77,1994-06-04,monthly,Vsetin
1635,19,1993-12-29,monthly,Prachatice
1636,53,1997-04-08,monthly,Blansko
1637,1,1993-01-08,monthly,Hl.m. Praha
1640,13,1995-09-01,monthly,Rakovnik
1641,50,1996-04-22,monthly,Svitavy
1642,64,1995-05-27,monthly,Zlin
1644,1,1993-05-09,monthly,Hl.m. Praha
1645,50,1996-10-16,monthly,Svitavy
1647,1,1997-07-09,monthly,Hl.m. Praha
1648,40,1997-08-08,monthly,Teplice
1649,46,1993-01-26,monthly,Nachod
1650,39,1997-12-06,monthly,Most
1651,34,1997-01-23,monthly,Chomutov
1652,74,1993-05-20,monthly,Ostrava - mesto
1653,1,1994-09-19,monthly,Hl.m. Praha
1654,30,1996-08-05,monthly,Sokolov
1655,41,1996-04-15,monthly,Usti nad Labem
1656,47,1997-02-01,monthly,Pardubice
1657,12,1997-11-04,monthly,Pribram
1658,73,1993-05-10,monthly,Opava
1659,46,1996-12-25,monthly,Nachod
1660,1,1995-09-22,monthly,Hl.m. Praha
1662,1,1997-08-11,monthly,Hl.m. Praha
1663,55,1996-11-02,monthly,Brno - venkov
1664,56,1993-11-15,monthly,Breclav
1665,73,1997-04-15,monthly,Opava
1666,67,1993-10-30,monthly,Bruntal
1667,56,1996-08-18,monthly,Breclav
1668,62,1997-03-07,monthly,Uherske Hradiste
1669,39,1996-09-19,monthly,Most
1670,12,1996-01-02,monthly,Pribram
1671,6,1993-05-05,monthly,Kutna Hora
1672,5,1996-05-08,monthly,Kolin
1673,53,1993-12-08,monthly,Blansko
1674,1,1995-09-15,monthly,Hl.m. Praha
1675,36,1993-02-01,monthly,Liberec
1677,69,1997-01-08,monthly,Jesenik
1678,1,1993-02-22,monthly,Hl.m. Praha
1679,68,1996-09-05,monthly,Frydek - Mistek
1680,59,1993-12-10,monthly,Kromeriz
1681,68,1997-07-11,monthly,Frydek - Mistek
1682,49,1995-12-22,monthly,Semily
1683,77,1996-11-01,monthly,Vsetin
1685,28,1995-12-13,monthly,Plzen - sever
1686,11,1993-11-18,monthly,Praha - zapad
1687,23,1997-04-18,monthly,Cheb
1688,70,1993-02-27,monthly,Karvina
1689,55,1993-09-07,monthly,Brno - venkov
1690,16,1995-10-07,monthly,Jindrichuv Hradec
1691,48,1995-11-08,monthly,Rychnov nad Kneznou
1692,56,1995-03-29,monthly,Breclav
1695,76,1993-01-03,monthly,Sumperk
1696,43,1995-06-09,monthly,Hradec Kralove
1697,63,1997-05-17,monthly,Vyskov
1698,68,1996-03-14,monthly,Frydek - Mistek
1699,53,1993-01-14,monthly,Blansko
1700,64,1995-11-18,monthly,Zlin
1701,1,1993-08-10,monthly,Hl.m. Praha
1702,56,1995-02-27,monthly,Breclav
1703,72,1997-11-02,monthly,Olomouc
1704,70,1995-09-22,monthly,Karvina
1705,70,1993-09-15,monthly,Karvina
1706,1,1995-01-05,monthly,Hl.m. Praha
1707,75,1997-01-13,monthly,Prerov
1708,22,1994-11-21,monthly,Domazlice
1709,24,1996-04-23,monthly,Karlovy Vary
1710,74,1997-05-25,monthly,Ostrava - mesto
1711,63,1996-01-05,monthly,Vyskov
1712,44,1996-11-25,monthly,Chrudim
1713,43,1993-03-03,monthly,Hradec Kralove
1714,72,1994-09-08,monthly,Olomouc
1715,60,1996-05-26,monthly,Prostejov
1716,46,1996-05-02,monthly,Nachod
1717,67,1997-12-02,monthly,Bruntal
1718,71,1997-09-23,monthly,Novy Jicin
1719,1,1993-09-06,monthly,Hl.m. Praha
1720,35,1995-05-16,monthly,Jablonec n. Nisou
1721,68,1993-03-25,monthly,Frydek - Mistek
1722,32,1996-03-11,monthly,Ceska Lipa
1723,70,1997-11-04,monthly,Karvina
1724,48,1997-06-07,monthly,Rychnov nad Kneznou
1726,48,1993-01-03,monthly,Rychnov nad Kneznou
1727,9,1997-10-11,monthly,Nymburk
1728,74,1995-06-23,monthly,Ostrava - mesto
1729,53,1997-09-08,monthly,Blansko
1730,1,1993-01-09,monthly,Hl.m. Praha
1731,33,1993-01-14,monthly,Decin
1732,51,1996-02-20,monthly,Trutnov
1733,18,1996-04-20,monthly,Pisek
1734,37,1997-04-10,monthly,Litomerice
1735,42,1996-12-04,monthly,Havlickuv Brod
1736,74,1997-02-26,monthly,Ostrava - mesto
1737,77,1996-02-13,monthly,Vsetin
1738,15,1996-08-06,monthly,Cesky Krumlov
1739,3,1996-07-08,monthly,Beroun
1740,57,1997-03-13,monthly,Hodonin
1741,21,1995-05-10,monthly,Tabor
1742,68,1995-10-08,monthly,Frydek - Mistek
1743,51,1993-06-04,monthly,Trutnov
1744,76,1996-02-07,monthly,Sumperk
1745,53,1996-10-19,monthly,Blansko
1746,1,1997-03-11,monthly,Hl.m. Praha
1747,30,1997-08-14,monthly,Sokolov
1749,64,1995-10-14,monthly,Zlin
1750,1,1993-01-26,monthly,Hl.m. Praha
1751,53,1996-10-04,monthly,Blansko
1752,68,1996-05-08,monthly,Frydek - Mistek
1753,71,1997-06-14,monthly,Novy Jicin
1754,52,1996-12-01,monthly,Usti nad Orlici
1756,38,1995-10-26,monthly,Louny
1757,75,1995-03-27,monthly,Prerov
1758,21,1996-07-08,monthly,Tabor
1759,39,1996-01-25,monthly,Most
1760,53,1995-11-11,monthly,Blansko
1761,24,1993-08-24,monthly,Karlovy Vary
1762,28,1993-12-11,monthly,Plzen - sever
1763,73,1996-03-06,monthly,Opava
1764,68,1997-09-04,monthly,Frydek - Mistek
1765,18,1996-07-21,monthly,Pisek
1766,28,1994-09-03,monthly,Plzen - sever
1767,21,1993-10-20,monthly,Tabor
1768,15,1993-12-20,monthly,Cesky Krumlov
1769,39,1995-01-25,monthly,Most
1770,65,1994-02-08,monthly,Znojmo
1771,69,1993-03-28,monthly,Jesenik
1773,33,1993-04-19,monthly,Decin
1774,61,1996-09-10,monthly,Trebic
1775,17,1993-02-27,monthly,Pelhrimov
1776,36,1997-07-27,monthly,Liberec
1777,60,1996-10-10,monthly,Prostejov
1778,15,1995-02-25,monthly,Cesky Krumlov
1779,33,1993-08-15,monthly,Decin
1780,1,1993-04-02,monthly,Hl.m. Praha
1781,10,1996-06-23,monthly,Praha - vychod
1782,8,1993-05-12,monthly,Mlada Boleslav
1783,70,1997-09-11,monthly,Karvina
1784,59,1993-05-08,monthly,Kromeriz
1785,52,1996-10-25,monthly,Usti nad Orlici
1786,1,1993-05-25,monthly,Hl.m. Praha
1788,1,1994-01-04,monthly,Hl.m. Praha
1789,46,1993-10-23,monthly,Nachod
1790,70,1997-09-08,monthly,Karvina
1791,1,1996-02-03,monthly,Hl.m. Praha
1792,7,1993-12-16,monthly,Melnik
1793,56,1995-06-10,monthly,Breclav
1794,74,1997-07-23,monthly,Ostrava - mesto
1795,53,1997-08-21,monthly,Blansko
1796,18,1995-10-14,monthly,Pisek
1797,24,1994-08-01,monthly,Karlovy Vary
1798,46,1997-11-28,monthly,Nachod
1799,9,1996-09-13,monthly,Nymburk
1800,51,1996-03-14,monthly,Trutnov
1801,46,1993-02-13,monthly,Nachod
1802,75,1995-03-10,monthly,Prerov
1803,24,1995-07-29,monthly,Karlovy Vary
1805,1,1993-02-02,monthly,Hl.m. Praha
1806,40,1993-01-19,monthly,Teplice
1807,21,1997-10-15,monthly,Tabor
1808,28,1997-05-16,monthly,Plzen - sever
1810,50,1995-09-03,monthly,Svitavy
1811,40,1993-09-22,monthly,Teplice
1812,31,1996-10-08,monthly,Tachov
1813,47,1994-02-11,monthly,Pardubice
1814,17,1997-09-23,monthly,Pelhrimov
1815,66,1993-04-17,monthly,Zdar nad Sazavou
1816,44,1993-10-08,monthly,Chrudim
1817,10,1996-12-16,monthly,Praha - vychod
1818,54,1997-02-25,monthly,Brno - mesto
1820,10,1994-04-22,monthly,Praha - vychod
1821,70,1995-04-07,monthly,Karvina
1822,30,1993-05-05,monthly,Sokolov
1823,3,1996-09-28,monthly,Beroun
1824,52,1994-01-17,monthly,Usti nad Orlici
1825,3,1995-12-05,monthly,Beroun
1826,5,1994-05-22,monthly,Kolin
1827,10,1993-09-06,monthly,Praha - vychod
1828,1,1994-09-28,monthly,Hl.m. Praha
1829,43,1993-02-27,monthly,Hradec Kralove
1830,10,1993-02-08,monthly,Praha - vychod
1831,1,1993-09-21,monthly,Hl.m. Praha
1832,70,1996-04-01,monthly,Karvina
1833,54,1997-11-15,monthly,Brno - mesto
1834,62,1993-08-03,monthly,Uherske Hradiste
1835,74,1994-12-24,monthly,Ostrava - mesto
1836,42,1996-02-15,monthly,Havlickuv Brod
1837,23,1993-06-24,monthly,Cheb
1838,68,1994-05-26,monthly,Frydek - Mistek
1839,5,1997-06-22,monthly,Kolin
1840,21,1997-01-22,monthly,Tabor
1841,36,1997-06-12,monthly,Liberec
1843,12,1993-01-30,monthly,Pribram
1844,44,1993-01-06,monthly,Chrudim
1845,47,1997-08-20,monthly,Pardubice
1846,6,1995-06-17,monthly,Kutna Hora
1847,47,1996-04-04,monthly,Pardubice
1848,1,1994-08-04,monthly,Hl.m. Praha
1851,55,1993-05-23,monthly,Brno - venkov
1852,35,1993-07-05,monthly,Jablonec n. Nisou
1853,7,1997-01-29,monthly,Melnik
1854,32,1997-02-02,monthly,Ceska Lipa
1855,34,1996-10-27,monthly,Chomutov
1856,26,1994-06-19,monthly,Plzen - mesto
1857,37,1997-08-18,monthly,Litomerice
1858,72,1995-02-18,monthly,Olomouc
1859,50,1996-02-02,monthly,Svitavy
1860,70,1997-01-02,monthly,Karvina
1861,54,1993-07-02,monthly,Brno - mesto
1863,62,1997-04-01,monthly,Uherske Hradiste
1865,1,1994-05-04,monthly,Hl.m. Praha
1866,4,1997-11-17,monthly,Kladno
1867,52,1995-11-15,monthly,Usti nad Orlici
1869,1,1996-06-14,monthly,Hl.m. Praha
1870,10,1994-06-25,monthly,Praha - vychod
1871,48,1994-05-10,monthly,Rychnov nad Kneznou
1872,61,1997-09-17,monthly,Trebic
1874,9,1993-03-27,monthly,Nymburk
1875,44,1993-08-21,monthly,Chrudim
1876,1,1997-09-20,monthly,Hl.m. Praha
1877,76,1993-12-13,monthly,Sumperk
1879,10,1994-05-13,monthly,Praha - vychod
1880,76,1994-02-25,monthly,Sumperk
1881,60,1997-08-17,monthly,Prostejov
1882,1,1993-12-21,monthly,Hl.m. Praha
1884,54,1996-12-24,monthly,Brno - mesto
1885,47,1996-08-13,monthly,Pardubice
1886,32,1996-03-05,monthly,Ceska Lipa
1887,68,1993-05-09,monthly,Frydek - Mistek
1888,6,1996-10-21,monthly,Kutna Hora
1889,59,1995-02-06,monthly,Kromeriz
1891,32,1993-04-10,monthly,Ceska Lipa
1892,28,1993-07-13,monthly,Plzen - sever
1893,48,1996-07-20,monthly,Rychnov nad Kneznou
1894,6,1996-08-29,monthly,Kutna Hora
1895,35,1996-07-12,monthly,Jablonec n. Nisou
1896,74,1993-10-05,monthly,Ostrava - mesto
1898,70,1993-04-01,monthly,Karvina
1899,26,1996-11-05,monthly,Plzen - mesto
1900,27,1996-07-27,monthly,Plzen - jih
1901,15,1995-12-01,monthly,Cesky Krumlov
1903,11,1996-07-05,monthly,Praha - zapad
1904,70,1996-05-18,monthly,Karvina
1905,34,1996-05-25,monthly,Chomutov
1906,1,1996-08-01,monthly,Hl.m. Praha
1907,1,1997-03-25,monthly,Hl.m. Praha
1908,20,1994-09-13,monthly,Strakonice
1909,14,1993-01-12,monthly,Ceske Budejovice
1910,60,1996-09-06,monthly,Prostejov
1911,68,1994-08-21,monthly,Frydek - Mistek
1912,64,1993-08-15,monthly,Zlin
1913,48,1996-06-06,monthly,Rychnov nad Kneznou
1914,27,1995-01-24,monthly,Plzen - jih
1915,2,1997-04-14,monthly,Benesov
1916,72,1996-02-16,monthly,Olomouc
1917,73,1995-12-13,monthly,Opava
1918,24,1994-04-10,monthly,Karlovy Vary
1919,18,1994-12-04,monthly,Pisek
1920,40,1996-04-08,monthly,Teplice
1921,42,1997-06-27,monthly,Havlickuv Brod
1922,60,1996-02-09,monthly,Prostejov
1924,66,1996-05-16,monthly,Zdar nad Sazavou
1925,12,1993-08-03,monthly,Pribram
1926,37,1993-01-06,monthly,Litomerice
1927,42,1995-08-04,monthly,Havlickuv Brod
1928,70,1997-03-02,monthly,Karvina
1929,1,1997-07-06,monthly,Hl.m. Praha
1930,3,1993-06-27,monthly,Beroun
1931,20,1993-11-23,monthly,Strakonice
1932,35,1996-04-03,monthly,Jablonec n. Nisou
1933,35,1997-04-04,monthly,Jablonec n. Nisou
1934,46,1994-10-05,monthly,Nachod
1935,38,1996-08-15,monthly,Louny
1936,70,1995-07-18,monthly,Karvina
1937,36,1993-05-18,monthly,Liberec
1938,1,1994-06-25,monthly,Hl.m. Praha
1940,52,1993-12-22,monthly,Usti nad Orlici
1941,60,1993-11-15,monthly,Prostejov
1943,9,1996-11-26,monthly,Nymburk
1944,72,1993-02-12,monthly,Olomouc
1945,56,1995-11-09,monthly,Breclav
1946,46,1997-09-16,monthly,Nachod
1947,35,1993-11-12,monthly,Jablonec n. Nisou
1948,64,1996-04-08,monthly,Zlin
1949,41,1994-05-04,monthly,Usti nad Labem
1950,70,1997-08-01,monthly,Karvina
1951,23,1997-08-07,monthly,Cheb
1952,70,1993-11-28,monthly,Karvina
1954,72,1996-06-05,monthly,Olomouc
1955,49,1995-01-07,monthly,Semily
1956,63,1997-05-23,monthly,Vyskov
1957,33,1996-09-18,monthly,Decin
1958,40,1994-10-24,monthly,Teplice
1959,62,1993-12-24,monthly,Uherske Hradiste
1960,31,1997-12-04,monthly,Tachov
1961,13,1995-08-30,monthly,Rakovnik
1962,77,1996-02-24,monthly,Vsetin
1963,42,1996-02-03,monthly,Havlickuv Brod
1964,25,1996-02-12,monthly,Klatovy
1966,27,1993-02-12,monthly,Plzen - jih
1969,5,1994-04-02,monthly,Kolin
1970,8,1993-12-08,monthly,Mlada Boleslav
1971,41,1995-08-04,monthly,Usti nad Labem
1972,77,1993-01-02,monthly,Vsetin
1973,71,1996-06-05,monthly,Novy Jicin
1974,42,1995-06-01,monthly,Havlickuv Brod
1975,19,1994-09-07,monthly,Prachatice
1976,26,1997-03-25,monthly,Plzen - mesto
1977,41,1996-02-03,monthly,Usti nad Labem
1979,26,1993-01-11,monthly,Plzen - mesto
1980,49,1996-03-16,monthly,Semily
1981,64,1993-10-08,monthly,Zlin
1982,6,1997-05-08,monthly,Kutna Hora
1983,54,1997-12-25,monthly,Brno - mesto
1984,73,1993-11-07,monthly,Opava
1985,20,1996-07-29,monthly,Strakonice
1986,46,1995-04-04,monthly,Nachod
1987,54,1994-03-17,monthly,Brno - mesto
1988,72,1996-12-30,monthly,Olomouc
1989,48,1994-09-21,monthly,Rychnov nad Kneznou
1990,1,1993-06-09,monthly,Hl.m. Praha
1991,1,1996-11-16,monthly,Hl.m. Praha
1992,48,1997-09-27,monthly,Rychnov nad Kneznou
1993,68,1994-10-30,monthly,Frydek - Mistek
1994,42,1995-07-19,monthly,Havlickuv Brod
1995,54,1997-07-18,monthly,Brno - mesto
1997,74,1996-09-05,monthly,Ostrava - mesto
1998,1,1993-06-17,monthly,Hl.m. Praha
1999,70,1993-06-06,monthly,Karvina
2000,5,1997-08-06,monthly,Kolin
2001,75,1994-05-19,monthly,Prerov
2002,1,1993-04-08,monthly,Hl.m. Praha
2003,32,1995-11-27,monthly,Ceska Lipa
2004,42,1996-08-04,monthly,Havlickuv Brod
2005,16,1997-05-11,monthly,Jindrichuv Hradec
2006,25,1997-06-16,monthly,Klatovy
2007,45,1997-09-29,monthly,Jicin
2008,52,1993-04-16,monthly,Usti nad Orlici
2009,17,1994-04-14,monthly,Pelhrimov
2010,1,1993-12-27,monthly,Hl.m. Praha
2011,75,1993-03-25,monthly,Prerov
2012,4,1996-04-08,monthly,Kladno
2013,54,1996-08-15,monthly,Brno - mesto
2015,68,1995-11-25,monthly,Frydek - Mistek
2016,1,1997-02-23,monthly,Hl.m. Praha
2017,54,1996-02-21,monthly,Brno - mesto
2018,42,1995-06-04,monthly,Havlickuv Brod
2019,64,1997-06-11,monthly,Zlin
2020,13,1993-09-04,monthly,Rakovnik
2021,69,1997-02-05,monthly,Jesenik
2022,72,1993-06-11,monthly,Olomouc
2023,68,1993-01-26,monthly,Frydek - Mistek
2024,20,1997-03-02,monthly,Strakonice
2025,19,1994-10-02,monthly,Prachatice
2026,64,1996-09-14,monthly,Zlin
2027,19,1994-11-28,monthly,Prachatice
2029,55,1993-05-29,monthly,Brno - venkov
2030,51,1994-09-13,monthly,Trutnov
2032,36,1996-11-14,monthly,Liberec
2033,71,1996-03-20,monthly,Novy Jicin
2034,54,1996-08-21,monthly,Brno - mesto
2035,53,1996-05-10,monthly,Blansko
2036,70,1997-10-03,monthly,Karvina
2037,20,1993-05-06,monthly,Strakonice
2038,42,1993-08-06,monthly,Havlickuv Brod
2039,44,1993-03-12,monthly,Chrudim
2040,75,1996-06-25,monthly,Prerov
2041,48,1995-07-05,monthly,Rychnov nad Kneznou
2042,31,1997-02-12,monthly,Tachov
2043,46,1995-11-27,monthly,Nachod
2044,6,1994-11-23,monthly,Kutna Hora
2045,34,1996-09-09,monthly,Chomutov
2046,68,1996-10-17,monthly,Frydek - Mistek
2047,20,1995-02-21,monthly,Strakonice
2048,76,1997-03-30,monthly,Sumperk
2049,67,1997-12-19,monthly,Bruntal
2050,1,1993-10-22,monthly,Hl.m. Praha
2052,61,1993-10-20,monthly,Trebic
2053,5,1997-10-16,monthly,Kolin
2054,1,1995-01-24,monthly,Hl.m. Praha
2055,37,1997-04-17,monthly,Litomerice
2056,58,1993-04-07,monthly,Jihlava
2057,1,1997-06-20,monthly,Hl.m. Praha
