iso2,year,m014,m1524,m2534,m3544,m4554,m5564,m65,f014,f1524,f2534,f3544,f4554,f5564,f65
CU,2009,NA,16,57,72,70,42,65,NA,10,13,16,13,14,30
CU,2010,3,17,61,89,78,53,57,1,15,15,14,16,17,26
CU,2011,2,14,51,83,86,50,48,1,6,18,18,17,17,26
CU,2012,1,15,45,83,70,45,36,0,13,12,16,12,13,13
CU,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,2010,0,0,0,2,1,0,0,0,1,1,0,0,0,0
CW,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CW,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CW,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CY,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CY,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CY,2002,0,2,1,1,1,0,2,0,1,0,0,0,0,0
CY,2003,0,1,4,3,0,0,1,0,0,2,2,1,0,0
CY,2004,0,3,3,0,1,1,1,0,1,0,0,0,0,0
CY,2005,0,3,1,1,1,0,1,0,1,0,0,0,0,0
CY,2006,0,0,1,1,0,1,0,0,2,3,0,0,0,0
CY,2007,0,2,1,0,0,0,0,0,1,3,1,0,0,0
CY,2008,0,1,0,0,1,0,0,0,1,2,1,0,0,0
CY,2009,0,1,4,0,1,1,1,0,1,2,2,0,0,0
CY,2010,0,2,1,0,0,0,0,0,0,3,1,0,0,0
CY,2011,0,0,3,4,0,0,1,0,1,0,2,0,0,0
CY,2012,0,0,4,2,1,1,0,0,3,2,1,0,0,1
CY,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZ,2000,0,7,31,52,89,61,59,0,15,13,9,10,7,57
CZ,2001,0,18,39,47,85,43,50,0,10,17,8,11,9,54
CZ,2002,0,14,28,39,89,38,40,0,6,10,8,8,6,43
CZ,2003,0,11,28,42,67,48,50,0,9,15,15,12,7,34
CZ,2004,0,10,28,36,71,30,35,0,11,17,9,13,13,29
CZ,2005,0,8,24,57,55,45,46,0,3,14,16,7,5,28
CZ,2006,0,6,19,39,56,38,25,0,4,12,12,10,6,30
CZ,2007,0,14,26,35,63,39,29,0,6,8,5,9,5,28
CZ,2008,0,7,29,39,44,35,31,0,4,14,8,5,10,23
CZ,2009,0,11,29,25,39,44,29,0,3,6,7,5,4,15
CZ,2010,0,12,19,36,29,29,19,0,6,10,11,7,2,20
CZ,2011,0,10,29,20,38,28,24,0,4,9,4,4,3,15
CZ,2012,0,7,21,24,42,33,22,1,3,11,8,3,7,26
CZ,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KP,2000,293,928,1508,2927,2519,1167,651,167,683,1121,2004,1524,591,357
KP,2001,207,1081,1593,2276,2208,1149,606,123,690,1132,1354,1120,553,336
KP,2002,199,1444,2282,2584,2618,1235,745,140,1049,1720,1642,1505,892,521
KP,2003,86,1154,2279,2678,2469,1412,634,93,823,1623,1607,1395,769,370
KP,2004,175,1284,2559,2991,2858,1464,460,118,887,1577,1640,1473,724,269
KP,2005,167,1409,2422,2688,2040,1185,485,166,1127,1756,1890,1381,764,336
KP,2006,157,1498,2393,3219,2301,1479,591,87,725,1373,2051,1373,791,397
KP,2007,353,1947,2748,3717,2831,2093,674,406,1233,1682,2672,1723,1056,440
KP,2008,441,2341,3320,4263,3988,2704,948,479,1259,1792,2428,2282,1177,604
KP,2009,364,2359,3607,4211,3927,2879,1061,474,1408,2067,2660,2370,1479,500
KP,2010,447,2524,4046,4849,4061,2629,1153,407,1493,2461,2910,2276,1347,637
KP,2011,314,2218,4066,5493,4542,2474,1024,227,1390,2264,3093,2409,1271,494
KP,2012,293,2439,4015,5055,4373,2699,1150,227,1447,2475,3005,2623,1527,576
KP,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD,2000,485,4048,5833,4151,2549,1295,602,718,4422,5146,3309,1724,855,351
CD,2001,581,4651,6794,4817,2876,1384,724,842,4922,5586,3704,2057,1042,470
CD,2002,649,4965,7414,4994,3065,1388,791,874,5378,6230,3939,2262,1055,476
CD,2003,854,5885,8427,6193,3776,1836,1047,1233,6630,7711,4826,2866,1457,592
CD,2004,1195,7007,9467,7114,4442,2376,1229,1679,7630,8540,5529,3413,1850,721
CD,2005,1321,6675,9808,7577,5022,2637,1499,1695,7570,8501,5832,3898,2054,951
CD,2006,1122,6391,9486,7321,5011,2657,1504,1517,7236,8522,5621,3762,2019,975
CD,2007,1343,6485,9548,7925,5341,2801,1752,1842,7130,8415,5939,4127,2352,1099
CD,2008,1515,6497,9988,8552,5756,3131,1686,1828,7304,8995,6393,4104,2516,1212
CD,2009,1453,6587,9964,8475,6155,3393,1821,1773,7091,8753,6477,4556,2655,1336
CD,2010,1707,6859,10412,9134,6464,3641,1907,1987,7199,9120,6721,4579,2612,1311
CD,2011,1579,6640,9872,8932,6415,3584,1911,1800,6802,8742,6541,4537,2671,1295
CD,2012,1439,6612,10274,9361,6612,3698,1941,1699,6598,8406,6471,4131,2625,1257
CD,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK,2000,5,10,20,24,16,11,14,5,16,15,14,6,7,8
DK,2001,1,10,15,20,15,4,9,5,5,12,13,7,5,3
DK,2002,2,11,8,25,14,6,9,1,14,17,11,10,2,5
DK,2003,3,11,20,23,22,12,9,0,6,13,12,6,2,4
DK,2004,1,6,12,17,27,15,12,2,10,16,10,9,7,2
DK,2005,0,12,12,18,23,9,7,2,11,5,13,9,3,5
DK,2006,0,8,13,15,27,10,8,1,6,12,9,5,5,4
DK,2007,0,6,12,20,29,16,6,1,8,12,8,4,5,8
DK,2008,0,8,15,9,24,10,8,2,5,7,5,8,4,1
DK,2009,0,7,7,13,15,12,5,2,7,16,7,8,2,1
DK,2010,0,8,22,10,13,16,2,0,4,6,15,8,9,4
DK,2011,0,5,14,18,32,16,4,0,5,5,9,7,2,7
DK,2012,0,7,9,25,19,15,6,3,2,7,3,7,3,1
DK,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ,2000,17,302,347,139,67,60,42,12,147,156,47,31,17,10
DJ,2001,17,267,331,125,65,51,23,17,156,134,59,44,15,8
DJ,2002,20,256,320,124,58,55,25,18,142,136,48,28,19,4
DJ,2003,10,222,288,132,76,42,24,19,127,123,55,38,28,8
DJ,2004,19,217,225,142,68,38,28,16,111,115,49,23,25,10
DJ,2005,18,220,252,119,62,47,29,23,123,117,66,23,13,8
DJ,2006,14,225,246,165,63,33,20,24,117,129,59,35,18,5
DJ,2007,14,241,264,142,83,44,23,8,129,131,62,35,14,18
DJ,2008,17,232,275,180,93,56,46,22,138,159,79,53,15,10
DJ,2009,18,230,295,183,90,49,24,18,139,154,85,52,29,11
DJ,2010,28,211,243,151,67,49,20,20,104,120,89,36,24,19
DJ,2011,35,212,265,149,97,45,33,31,139,118,104,57,30,21
DJ,2012,22,208,240,147,81,47,26,20,132,94,73,36,26,18
DJ,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2002,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
DM,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2006,0,0,1,1,0,1,1,0,1,0,1,1,1,0
DM,2007,0,0,0,1,0,1,0,0,0,0,0,0,1,0
DM,2008,0,0,0,1,2,0,0,0,0,0,0,0,0,0
DM,2009,0,0,1,1,0,0,1,0,0,0,0,0,0,1
DM,2010,0,0,0,0,0,3,1,0,0,0,1,2,1,0
DM,2011,0,0,NA,2,0,0,0,0,0,0,0,0,0,0
DM,2012,0,2,0,0,1,2,0,0,0,0,0,0,0,0
DM,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO,2000,73,410,481,344,173,125,113,65,317,325,212,115,79,75
DO,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO,2002,39,295,417,270,145,86,71,35,251,241,137,81,49,62
DO,2003,52,364,518,331,194,116,112,48,301,288,211,116,82,73
DO,2004,45,391,502,363,180,122,104,39,301,288,177,104,60,44
DO,2005,43,399,483,386,228,123,105,57,339,332,209,119,72,54
DO,2006,25,342,480,340,207,111,92,38,287,320,189,106,63,58
DO,2007,23,290,403,362,209,108,85,29,249,242,174,103,53,43
DO,2008,16,322,398,337,198,122,105,34,288,272,163,96,55,52
DO,2009,30,344,428,284,217,116,88,28,278,271,160,92,49,56
DO,2010,29,276,346,292,170,112,85,43,239,207,142,102,54,62
DO,2011,20,333,406,318,200,133,112,30,242,274,159,103,66,58
DO,2012,15,317,489,315,197,126,111,26,230,260,148,119,62,68
DO,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EC,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EC,2001,39,673,832,269,202,251,116,37,591,584,267,180,208,190
EC,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EC,2003,18,310,266,194,125,75,96,24,217,140,94,56,44,40
EC,2004,84,732,537,563,265,315,153,108,522,342,268,170,161,120
EC,2005,48,446,468,308,237,150,159,48,329,305,199,139,85,127
EC,2006,32,479,496,340,259,181,183,46,321,315,183,143,92,112
EC,2007,42,555,486,367,282,178,227,57,365,335,198,133,100,123
EC,2008,32,507,518,372,278,187,202,56,334,331,185,126,107,145
EC,2009,40,485,519,296,297,212,230,49,342,312,162,141,99,146
EC,2010,32,499,529,314,309,227,246,52,298,308,178,158,113,110
EC,2011,45,481,547,364,323,272,232,49,340,311,177,141,118,121
EC,2012,37,506,567,387,359,291,333,59,333,337,184,164,146,153
EC,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EG,2000,21,641,827,667,476,307,158,55,457,343,257,211,112,48
EG,2001,34,586,879,614,453,268,159,57,438,396,265,207,109,49
EG,2002,39,662,774,682,576,303,171,77,424,365,245,254,145,60
EG,2003,42,586,814,675,631,404,195,57,463,338,268,282,175,71
EG,2004,14,563,763,588,502,502,204,44,491,317,233,233,111,54
EG,2005,25,524,606,421,414,243,123,48,431,298,205,218,132,42
EG,2006,54,542,728,563,587,340,136,64,470,367,338,279,155,87
EG,2007,35,588,853,629,643,359,214,25,500,325,245,225,173,72
EG,2008,13,581,640,807,791,431,242,7,382,412,308,195,169,113
EG,2009,17,536,599,797,885,417,271,10,317,369,456,210,191,126
EG,2010,9,358,617,783,725,407,217,8,199,352,423,292,192,97
EG,2011,23,382,611,596,715,387,168,7,192,355,387,280,198,94
EG,2012,23,373,597,582,698,379,164,8,187,346,379,274,193,92
EG,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SV,2000,13,99,124,114,92,62,107,28,81,76,63,63,39,47
SV,2001,20,101,144,100,78,62,101,22,68,86,59,59,53,50
SV,2002,8,85,127,101,91,59,93,6,80,84,61,49,51,85
SV,2003,7,75,105,103,81,59,89,7,70,71,47,48,44,64
SV,2004,5,92,121,90,84,77,91,15,64,73,55,44,48,67
SV,2005,5,97,140,128,104,74,117,6,85,82,59,50,42,70
SV,2006,6,93,124,101,76,54,103,7,71,80,49,50,38,61
SV,2007,8,79,179,110,73,62,95,4,63,85,50,45,33,56
SV,2008,8,107,168,112,67,79,89,8,73,71,55,42,40,66
SV,2009,7,99,147,111,80,64,111,2,59,69,50,46,27,58
SV,2010,5,101,170,96,77,62,101,6,63,65,49,58,51,68
SV,2011,3,114,183,106,96,77,115,6,61,61,44,52,69,92
SV,2012,5,131,194,122,100,87,115,5,81,73,80,90,64,90
SV,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2004,5,50,63,54,41,17,15,9,45,48,30,15,10,4
GQ,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2008,8,68,95,85,44,17,11,10,57,66,35,23,13,9
GQ,2009,10,53,79,64,52,20,4,2,57,66,54,19,4,6
GQ,2010,10,71,80,59,35,16,10,13,80,57,45,26,9,6
GQ,2011,11,77,90,89,59,22,12,15,76,81,46,21,9,3
GQ,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQ,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ER,2000,9,70,75,57,32,25,20,10,100,87,71,21,12,8
ER,2001,5,79,95,77,40,42,21,9,96,76,66,50,31,15
ER,2002,16,85,88,53,41,24,23,15,75,85,52,39,30,20
ER,2003,17,90,85,55,46,44,36,27,120,149,100,60,36,22
ER,2004,14,67,61,45,45,39,29,13,95,118,67,43,23,20
ER,2005,9,68,73,50,45,51,39,8,67,127,72,39,21,18
ER,2006,6,50,55,44,52,42,36,17,109,123,64,45,19,18
ER,2007,21,56,85,73,62,53,44,2,70,89,56,47,21,15
ER,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ER,2009,6,104,111,79,46,57,44,4,85,88,88,39,27,24
ER,2010,10,93,109,81,51,37,60,3,88,111,79,43,31,36
ER,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ER,2012,2,84,105,90,62,39,51,4,86,98,74,45,19,20
ER,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EE,2000,0,6,31,53,56,35,15,0,9,11,14,11,4,10
EE,2001,0,10,25,43,37,24,14,0,6,11,17,11,6,8
EE,2002,0,9,20,47,45,19,7,0,7,11,16,9,5,8
EE,2003,0,7,28,38,35,24,18,0,7,4,11,12,2,15
EE,2004,0,6,24,42,54,14,11,0,4,12,10,13,6,7
EE,2005,0,9,25,19,40,12,7,0,6,11,8,11,6,8
EE,2006,0,4,19,24,40,12,7,0,3,9,10,9,4,6
EE,2007,0,6,26,32,37,21,12,0,2,5,5,8,7,6
EE,2008,0,3,14,26,34,12,13,0,2,7,6,8,4,15
EE,2009,0,4,10,12,34,22,12,0,6,8,8,7,5,7
EE,2010,0,3,7,21,25,12,8,0,3,6,3,3,6,3
EE,2011,0,4,22,16,15,18,13,0,4,8,12,3,3,6
EE,2012,0,6,15,13,21,17,9,0,5,7,2,4,1,5
EE,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,2000,915,5095,5187,3082,1495,610,397,1037,4699,4424,2105,976,366,122
ET,2001,913,5730,5594,3233,1581,742,354,1107,5109,4830,2372,1014,338,111
ET,2002,1251,6764,5669,3128,1544,821,372,1614,5607,5692,2685,935,323,136
ET,2003,1110,6923,6648,3737,2022,976,483,1387,5936,5908,2780,1239,412,137
ET,2004,1160,7167,7002,4060,1988,911,456,1367,6422,6091,2984,1284,414,124
ET,2005,1109,6726,6181,3454,1985,1027,475,1326,5885,5663,2730,1296,513,155
ET,2006,978,6137,5950,3567,2016,1066,521,1178,5238,5326,2704,1324,510,159
ET,2007,1055,6522,6114,3545,2038,1051,559,1229,5426,5507,2850,1429,502,213
ET,2008,978,6512,6794,4067,2290,1176,685,1167,5490,5893,3251,1553,616,322
ET,2009,1421,7215,7193,4267,2452,1331,794,1593,5556,6075,3499,1798,824,378
ET,2010,1582,7400,7785,4451,2746,1473,822,1608,5708,6480,3439,1950,855,335
ET,2011,1847,7835,9246,3881,2771,1218,771,1983,6570,7917,3069,1564,719,303
ET,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FJ,2000,0,8,6,13,5,4,2,0,7,5,7,1,4,0
FJ,2001,0,6,8,11,7,4,2,0,7,5,7,1,2,2
FJ,2002,1,13,11,7,4,7,2,2,8,4,6,3,4,2
FJ,2003,2,8,9,6,11,7,6,1,4,7,4,4,8,1
FJ,2004,0,8,6,8,6,7,2,0,8,6,3,5,2,1
FJ,2005,7,9,18,18,14,16,6,7,7,9,6,4,6,5
FJ,2006,0,8,11,4,7,5,4,1,12,5,6,4,6,0
FJ,2007,1,7,7,7,4,1,4,7,11,4,6,5,1,2
FJ,2008,NA,10,10,4,9,4,4,NA,13,6,5,6,3,4
FJ,2009,0,15,14,7,8,6,2,1,11,7,4,4,3,1
FJ,2010,1,7,15,11,6,2,4,1,11,12,5,1,8,5
FJ,2011,0,12,16,8,9,9,4,1,13,17,7,5,2,3
FJ,2012,2,14,12,9,12,5,7,2,11,10,7,6,7,7
FJ,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI,2000,0,3,8,22,19,28,53,0,1,5,3,4,6,49
FI,2001,0,1,9,13,17,13,43,0,3,4,5,8,10,22
FI,2002,0,0,5,8,17,20,36,0,4,3,0,3,6,26
FI,2003,0,2,3,8,19,17,29,0,2,10,3,6,5,31
FI,2004,0,1,5,7,17,13,33,0,1,0,3,4,3,15
FI,2005,1,5,4,3,14,11,25,0,3,4,1,0,6,20
FI,2006,0,5,6,5,9,6,20,0,2,4,3,4,1,19
FI,2007,0,4,5,5,10,7,24,0,6,4,2,5,0,13
FI,2008,0,3,5,8,13,11,35,0,4,3,2,4,2,14
FI,2009,0,9,3,3,11,11,17,0,7,7,3,4,1,14
FI,2010,0,10,6,7,9,8,15,0,3,3,4,1,2,12
FI,2011,0,1,4,4,7,10,27,1,2,3,5,3,1,13
FI,2012,0,2,9,7,5,9,21,1,4,0,4,2,3,11
FI,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,2000,10,136,248,247,211,125,244,18,108,127,89,46,43,155
FR,2001,10,124,230,260,205,119,211,17,131,132,102,63,40,183
FR,2002,24,138,265,223,219,119,180,13,106,127,90,56,33,161
FR,2003,18,129,249,223,190,127,210,16,114,129,79,44,32,159
FR,2004,13,109,222,220,200,138,216,11,96,116,82,53,34,171
FR,2005,12,127,212,222,196,134,205,16,104,134,82,56,38,180
FR,2006,17,137,214,238,209,153,278,15,112,158,91,67,44,170
FR,2007,17,120,225,196,219,156,273,20,127,167,91,56,61,188
FR,2008,10,73,136,161,134,110,175,8,57,96,71,50,38,101
FR,2009,11,74,109,114,97,81,125,9,63,87,69,35,23,108
FR,2010,10,60,139,114,99,76,110,10,47,76,49,45,25,97
FR,2011,12,89,113,116,95,73,102,7,58,69,50,36,24,66
FR,2012,8,63,114,98,90,56,90,14,43,81,74,23,24,80
FR,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF,2000,1,3,3,4,4,4,3,1,4,1,0,1,0,0
PF,2001,2,5,1,2,4,4,5,3,7,1,1,3,4,3
PF,2002,0,4,2,1,3,3,1,0,4,2,1,2,2,2
PF,2003,NA,2,2,1,2,4,3,NA,3,1,1,1,0,1
PF,2004,1,1,2,3,0,1,4,NA,4,6,1,4,2,1
PF,2005,0,2,2,2,0,4,2,0,2,3,0,1,1,3
PF,2006,1,1,1,3,3,1,1,1,6,1,0,0,2,3
PF,2007,NA,NA,2,2,2,NA,NA,1,1,1,5,0,3,2
PF,2008,1,3,1,1,1,2,2,0,1,1,1,0,1,2
PF,2009,1,1,4,1,3,0,0,0,2,0,0,1,3,1
PF,2010,0,3,1,0,1,1,1,0,1,1,0,3,0,1
PF,2011,0,3,1,1,5,1,3,0,3,3,0,1,0,1
PF,2012,0,1,2,2,3,3,3,0,2,3,0,3,4,0
PF,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,2001,21,137,205,147,73,60,46,27,127,139,73,34,21,21
GA,2002,10,137,173,148,63,27,40,18,125,140,71,32,21,28
GA,2003,14,165,225,149,103,48,22,16,138,144,107,51,33,18
GA,2004,17,197,289,143,83,47,50,15,173,141,80,37,24,27
GA,2005,13,123,199,140,70,38,25,19,128,123,88,29,29,18
GA,2006,20,157,207,148,89,40,23,19,160,123,79,39,20,21
GA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,2008,14,209,297,196,104,45,39,29,209,158,93,59,32,17
GA,2009,45,145,163,158,138,42,29,14,103,118,121,105,33,29
GA,2010,15,145,223,208,130,89,91,13,110,164,122,100,86,64
GA,2011,34,240,269,229,144,86,66,25,177,188,125,74,44,39
GA,2012,42,236,286,228,166,101,41,29,185,165,109,78,45,34
GA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GM,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GM,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GM,2002,2,135,240,160,100,60,37,5,71,112,42,40,21,10
GM,2003,3,162,236,149,83,52,31,8,81,85,62,39,27,17
GM,2004,5,145,260,151,103,46,23,7,55,81,59,38,21,18
GM,2005,13,133,292,206,62,53,44,2,84,87,64,38,22,27
GM,2006,13,126,284,170,112,58,56,5,88,126,71,49,25,26
GM,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GM,2008,7,151,307,167,125,87,34,9,94,133,90,43,45,8
GM,2009,12,159,240,185,124,74,49,20,91,143,84,70,37,28
GM,2010,9,194,314,184,141,68,39,6,104,121,71,35,40,18
GM,2011,14,183,271,181,136,87,56,16,103,112,88,63,32,33
GM,2012,7,210,331,191,107,80,54,16,123,106,89,41,32,42
GM,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GE,2000,4,76,111,113,63,45,28,1,49,37,33,17,10,5
GE,2001,4,142,233,199,117,46,46,2,63,63,37,22,18,22
GE,2002,1,155,197,181,119,54,42,5,54,68,39,31,20,18
GE,2003,1,112,220,185,111,65,53,1,65,59,56,19,23,17
GE,2004,3,157,292,226,177,80,66,3,87,81,52,32,26,29
GE,2005,0,226,272,268,207,76,60,4,109,105,58,46,17,47
GE,2006,3,315,392,300,241,86,72,5,115,110,71,60,26,34
GE,2007,7,277,388,308,230,96,75,6,153,140,67,54,17,46
GE,2008,4,294,380,312,243,118,77,4,142,121,61,44,22,46
GE,2009,2,327,435,310,284,135,89,5,124,134,74,60,30,46
GE,2010,5,340,529,341,264,143,77,5,135,118,62,52,28,41
GE,2011,5,271,478,333,251,139,93,8,136,132,59,32,35,54
GE,2012,4,200,314,248,235,150,81,5,101,116,72,43,32,47
GE,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE,2001,3,3,89,136,106,94,119,1,36,59,48,42,26,79
DE,2002,3,34,75,102,88,81,101,1,32,61,50,14,16,64
DE,2003,2,68,107,177,163,103,155,10,61,96,86,43,22,102
DE,2004,5,63,130,182,161,110,198,6,75,110,97,42,32,116
DE,2005,6,59,113,171,167,92,167,4,51,104,73,43,37,103
DE,2006,2,78,138,169,189,103,199,7,66,109,77,39,24,102
DE,2007,2,116,248,314,344,184,362,4,120,176,152,116,46,178
DE,2008,2,40,95,114,142,96,148,6,35,68,61,41,33,71
DE,2009,2,48,109,125,163,103,148,1,52,76,51,49,27,92
DE,2010,1,49,96,105,149,97,145,3,48,68,63,38,27,78
DE,2011,0,43,95,108,139,69,127,2,45,90,61,53,26,87
DE,2012,4,47,101,114,152,106,104,6,53,99,38,46,25,55
DE,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH,2000,73,550,1266,1115,811,495,426,74,456,791,566,338,179,176
GH,2001,84,587,1223,1144,857,471,460,128,515,814,623,370,209,227
GH,2002,80,535,1245,1282,883,507,429,98,489,806,592,325,223,238
GH,2003,79,579,1265,1234,924,509,441,83,487,744,586,380,200,203
GH,2004,54,532,1246,1250,854,472,413,69,454,701,518,303,202,191
GH,2005,49,592,1201,1311,944,462,414,68,450,693,527,366,207,221
GH,2006,33,557,1273,1388,956,529,443,70,494,711,515,381,207,229
GH,2007,66,596,1164,1239,861,477,506,75,453,667,564,371,183,207
GH,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH,2009,66,674,1285,1423,1064,505,539,58,491,701,605,362,197,285
GH,2010,63,570,1146,1301,1030,540,447,64,446,667,560,369,204,249
GH,2011,50,550,1127,1328,955,491,456,52,470,699,614,390,174,260
GH,2012,30,559,1051,1271,921,512,462,51,418,563,468,332,188,271
GH,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GR,2000,1,10,22,32,24,19,46,0,2,9,10,5,6,25
GR,2001,0,10,23,29,20,17,37,0,7,11,7,4,7,27
GR,2002,0,1,13,27,33,30,10,0,0,3,17,11,5,2
GR,2003,2,20,28,25,23,25,36,0,7,9,7,2,5,18
GR,2004,1,9,14,22,18,13,34,0,3,7,10,3,3,14
GR,2005,1,14,25,22,14,12,23,0,13,18,8,7,2,17
GR,2006,0,11,32,22,24,22,27,0,13,12,8,5,6,24
GR,2007,1,21,22,34,28,15,54,0,13,19,11,8,3,24
GR,2008,0,5,14,12,4,6,9,0,5,9,2,4,3,7
GR,2009,3,20,22,23,23,15,31,4,8,14,8,9,2,12
GR,2010,1,19,27,20,18,19,22,3,1,13,4,4,4,15
GR,2011,2,30,30,26,24,19,38,1,9,14,9,3,5,20
GR,2012,2,20,31,25,23,24,45,3,11,8,12,1,3,21
GR,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
